NAME,VALUE,SETBY
r.Lumen.Reflections.Temporal.NeighborhoodClampScale,1,Constructor
r.Lumen.Reflections.TraceCompaction.GroupSizeInTraceTiles,16,Constructor
r.Lumen.Reflections.TraceCompaction.WaveOps,1,Constructor
r.Lumen.Reflections.TraceMeshSDFs,1,Constructor
r.Lumen.Reflections.VisualizeTraces,0,Constructor
r.Lumen.Reflections.VisualizeTracingCoherency,0,Constructor
r.Lumen.ReSTIRGather.BilateralFilter,1,Constructor
r.Lumen.ReSTIRGather.BilateralFilter.DepthWeightScale,10000,Constructor
r.Lumen.ReSTIRGather.BilateralFilter.NormalAngleThresholdScale,0.2,Constructor
r.Lumen.ReSTIRGather.BilateralFilter.NumSamples,8,Constructor
r.Lumen.ReSTIRGather.BilateralFilter.SpatialKernelRadius,0.002,Constructor
r.Lumen.ReSTIRGather.BilateralFilter.StrongBlurVarianceThreshold,0.5,Constructor
r.Lumen.ReSTIRGather.DownsampleFactor,2,Constructor
r.Lumen.ReSTIRGather.FixedJitterIndex,-1,Constructor
r.Lumen.ReSTIRGather.MaxRayIntensity,100,Constructor
r.Lumen.ReSTIRGather.ResamplingAngleThreshold,25,Constructor
r.Lumen.ReSTIRGather.ResamplingDepthErrorThreshold,0.01,Constructor
r.Lumen.ReSTIRGather.ShortRangeAO,1,Constructor
r.Lumen.ReSTIRGather.ShortRangeAO.MaxScreenTraceFraction,0.02,Constructor
r.Lumen.ReSTIRGather.SpatialResampling,1,Constructor
r.Lumen.ReSTIRGather.SpatialResampling.KernelRadius,0.05,Constructor
r.Lumen.ReSTIRGather.SpatialResampling.NumPasses,2,Constructor
r.Lumen.ReSTIRGather.SpatialResampling.NumSamples,4,Constructor
r.Lumen.ReSTIRGather.SpatialResampling.OcclusionScreenTraceDistance,0.2,Constructor
r.Lumen.ReSTIRGather.Temporal,1,Constructor
r.Lumen.ReSTIRGather.Temporal.ClearHistoryEveryFrame,0,Constructor
r.Lumen.ReSTIRGather.Temporal.DistanceThreshold,0.005,Constructor
r.Lumen.ReSTIRGather.Temporal.MaxFramesAccumulated,10,Constructor
r.Lumen.ReSTIRGather.TemporalResampling,1,Constructor
r.Lumen.ReSTIRGather.TemporalResampling.DistanceThreshold,0.005,Constructor
r.Lumen.ReSTIRGather.TemporalResampling.ResetHistory,0,Constructor
r.Lumen.ReSTIRGather.TemporalResampling.ValidateEveryNFrames,0,Constructor
r.Lumen.ReSTIRGather.Upsample.KernelSize,3,Constructor
r.Lumen.ReSTIRGather.Upsample.Method,1,Constructor
r.Lumen.ReSTIRGather.Upsample.NumSamples,16,Constructor
r.Lumen.ScreenProbeGather,1,Constructor
r.Lumen.ScreenProbeGather.AdaptiveProbeAllocationFraction,0.5,Constructor
r.Lumen.ScreenProbeGather.Debug,0,Constructor
r.Lumen.ScreenProbeGather.Debug.ProbePlacement,0,Constructor
r.Lumen.ScreenProbeGather.DiffuseIntegralMethod,0,Constructor
r.Lumen.ScreenProbeGather.DownsampleFactor,2,SystemSettingsIni
r.Lumen.ScreenProbeGather.ExtraAmbientOcclusion,0,Constructor
r.Lumen.ScreenProbeGather.ExtraAmbientOcclusion.Exponent,0.5,Constructor
r.Lumen.ScreenProbeGather.ExtraAmbientOcclusion.MaxDistanceWorldSpace,500,Constructor
r.Lumen.ScreenProbeGather.Filtering.WaveOps,1,Constructor
r.Lumen.ScreenProbeGather.FixedJitterIndex,-1,Constructor
r.Lumen.ScreenProbeGather.FixedStateFrameIndex,-1,Constructor
r.Lumen.ScreenProbeGather.FullResolutionJitterWidth,1,Scalability
r.Lumen.ScreenProbeGather.GatherNumMips,1,Constructor
r.Lumen.ScreenProbeGather.GatherOctahedronResolutionScale,1,Constructor
r.Lumen.ScreenProbeGather.HairStrands.ScreenTrace,0,Constructor
r.Lumen.ScreenProbeGather.HairStrands.VoxelTrace,1,Constructor
r.Lumen.ScreenProbeGather.HardwareRayTracing,1,Constructor
r.Lumen.ScreenProbeGather.HardwareRayTracing.Bias,0.1,Constructor
r.Lumen.ScreenProbeGather.HardwareRayTracing.FarField,1,Constructor
r.Lumen.ScreenProbeGather.HardwareRayTracing.HairBias,2,Constructor
r.Lumen.ScreenProbeGather.HardwareRayTracing.NormalBias,0.1,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample,1,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.BRDFOctahedronResolution,8,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.HistoryDistanceThreshold,30,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.IncomingLighting,1,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.MinPDFToTrace,0.1,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.NumLevels,1,Constructor
r.Lumen.ScreenProbeGather.ImportanceSample.ProbeRadianceHistory,1,Constructor
r.Lumen.ScreenProbeGather.IntegrateDownsampleFactor,1,Constructor
r.Lumen.ScreenProbeGather.IntegrationTileClassification,1,Constructor
r.Lumen.ScreenProbeGather.InterpolationDepthWeight,1,Constructor
r.Lumen.ScreenProbeGather.InterpolationDepthWeight.Fallback,0.1,Constructor
r.Lumen.ScreenProbeGather.InterpolationDepthWeight.Foliage,0.25,Constructor
r.Lumen.ScreenProbeGather.IrradianceFormat,0,Scalability
r.Lumen.ScreenProbeGather.MaterialAO,1,Constructor
r.Lumen.ScreenProbeGather.MaxRayIntensity,10,Constructor
r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecular,0.8,Constructor
r.Lumen.ScreenProbeGather.MaxRoughnessToEvaluateRoughSpecularForFoliage,0.8,Scalability
r.Lumen.ScreenProbeGather.NumAdaptiveProbes,8,Scalability
r.Lumen.ScreenProbeGather.RadianceCache,1,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.ClipmapDistributionBase,2,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.ClipmapWorldExtent,2500,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.GridResolution,48,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.NumClipmaps,4,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.NumFramesToKeepCachedProbes,8,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.NumMipmaps,1,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.NumProbesToTraceBudget,150,Scalability
r.Lumen.ScreenProbeGather.RadianceCache.ProbeAtlasResolutionInProbes,128,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.ProbeResolution,32,Scalability
r.Lumen.ScreenProbeGather.RadianceCache.ReprojectionRadiusScale,1.5,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.SkyVisibility,0,Constructor
r.Lumen.ScreenProbeGather.RadianceCache.Stats,0,Constructor
r.Lumen.ScreenProbeGather.ReferenceMode,0,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces,1,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HairBias,2,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal,1,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.FullResDepth,1,Scalability
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.HistoryDepthTestRelativeThickness,0.005,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.MaxIterations,50,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.NumThicknessStepsToDetermineCertainty,4,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.RelativeDepthThickness,0.02,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.SkipFoliageHits,1,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.SkipHairHits,false,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.HZBTraversal.SkipUnlitHits,false,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.MinimumOccupancy,0,Constructor
r.Lumen.ScreenProbeGather.ScreenTraces.ThicknessScaleWhenNoFallback,2,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.ApplyDuringIntegration,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.BentNormal,0,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.DownsampleFactor,1,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.FoliageOcclusionStrength,1,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.HairScreenTrace,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HairVoxelTrace,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HardwareRayTracing,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HardwareRayTracing.NormalBias,0.1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.ForegroundSampleRejectDistanceFraction,0.3,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.ForegroundSampleRejectPower,1.5,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.HZB,1,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.SliceCount,1,Scalability
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.StepsPerSlice,3,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.HorizonSearch.VisibilityBitmask,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.MaxMultibounceAlbedo,0.5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.SlopeCompareToleranceScale,0.5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.Temporal,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeAO.Temporal.NeighborhoodClampScale,1,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI,0,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.HistoryDepthTestRelativeThickness,0.0005,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.MaxRayIntensity,5,Constructor
r.Lumen.ScreenProbeGather.ShortRangeGI.MaxScreenFraction,0.1,Constructor
r.Lumen.ScreenProbeGather.SpatialFilter.DisocclusionFraction,0.4,Constructor
r.Lumen.ScreenProbeGather.SpatialFilter.DisocclusionMaxFrames,4,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterHalfKernelSize,1,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterMaxRadianceHitAngle,10,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterNumPasses,3,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterPositionWeightScale,1000,Constructor
r.Lumen.ScreenProbeGather.SpatialFilterProbes,1,Constructor
r.Lumen.ScreenProbeGather.StochasticInterpolation,0,Scalability
r.Lumen.ScreenProbeGather.Temporal,1,Constructor
r.Lumen.ScreenProbeGather.Temporal.ClearHistoryEveryFrame,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.DebugForceTracesMoving,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.DistanceThreshold,0.01,Constructor
r.Lumen.ScreenProbeGather.Temporal.DistanceThresholdForFoliage,0.03,Constructor
r.Lumen.ScreenProbeGather.Temporal.FastUpdateModeUseNeighborhoodClamp,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.FractionOfLightingMovingForFastUpdateMode,0.1,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxFastUpdateModeAmount,0.9,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxFramesAccumulated,10,Constructor
r.Lumen.ScreenProbeGather.Temporal.MaxRayDirections,8,Constructor
r.Lumen.ScreenProbeGather.Temporal.NormalThreshold,45,Constructor
r.Lumen.ScreenProbeGather.Temporal.RejectBasedOnNormal,0,Constructor
r.Lumen.ScreenProbeGather.Temporal.RelativeSpeedDifferenceToConsiderLightingMoving,0.005,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes,0,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes.HistoryDistanceThreshold,30,Constructor
r.Lumen.ScreenProbeGather.TemporalFilterProbes.HistoryWeight,0.5,Constructor
r.Lumen.ScreenProbeGather.TileDebugMode,0,Constructor
r.Lumen.ScreenProbeGather.TraceMeshSDFs,1,Constructor
r.Lumen.ScreenProbeGather.TracingOctahedronResolution,4,SystemSettingsIni
r.Lumen.ScreenProbeGather.TwoSidedFoliageBackfaceDiffuse,1,Scalability
r.Lumen.ScreenProbeGather.VisualizeTraces,0,Constructor
r.Lumen.ScreenProbeGather.VisualizeTracesFreeze,0,Constructor
r.Lumen.ScreenProbeGather.WaveOps,true,Constructor
r.Lumen.ScreenTracingSource,0,Constructor
r.Lumen.SkylightLeaking.ReflectionAverageAlbedo,0.25,Constructor
r.Lumen.SkylightLeaking.Roughness,0.3,Constructor
r.Lumen.StereoOptimizations,1,Constructor
r.Lumen.Supported,1,Constructor
r.Lumen.SurfaceCache.HeightfieldCaptureMargin,100,Constructor
r.Lumen.ThreadGroupSize32,1,Constructor
r.Lumen.TraceDistanceScale,1,Constructor
r.Lumen.TraceMeshSDFs,0,SystemSettingsIni
r.Lumen.TraceMeshSDFs.Allow,0,Scalability
r.Lumen.TraceMeshSDFs.TraceDistance,180,Constructor
r.Lumen.TranslucencyReflections.ClipmapFadeSize,4,Constructor
r.Lumen.TranslucencyReflections.FrontLayer.Allow,1,Scalability
r.Lumen.TranslucencyReflections.FrontLayer.Enable,0,Scalability
r.Lumen.TranslucencyReflections.FrontLayer.EnableForProject,0,Constructor
r.Lumen.TranslucencyReflections.HZBOcclusionTest,true,Constructor
r.Lumen.TranslucencyReflections.MarkDownsampleFactor,4,Constructor
r.Lumen.TranslucencyReflections.RadianceCache,1,Constructor
r.Lumen.TranslucencyReflections.ReprojectionRadiusScale,10,Constructor
r.Lumen.TranslucencyVolume.Enable,1,Constructor
r.Lumen.TranslucencyVolume.EndDistanceFromCamera,8000,Constructor
r.Lumen.TranslucencyVolume.GridCenterOffsetFromDepthBuffer,0.5,Constructor
r.Lumen.TranslucencyVolume.GridDistributionLogZOffset,1,Constructor
r.Lumen.TranslucencyVolume.GridDistributionLogZScale,0.01,Constructor
r.Lumen.TranslucencyVolume.GridDistributionZScale,4,Constructor
r.Lumen.TranslucencyVolume.GridPixelSize,128,Scalability
r.Lumen.TranslucencyVolume.HardwareRayTracing,1,Constructor
r.Lumen.TranslucencyVolume.MaxRayIntensity,20,Constructor
r.Lumen.TranslucencyVolume.OffsetThresholdToAcceptDepthBufferOffset,1,Constructor
r.Lumen.TranslucencyVolume.RadianceCache,1,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ClipmapDistributionBase,2,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ClipmapWorldExtent,2500,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.FarField,0,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.GridResolution,12,Scalability
r.Lumen.TranslucencyVolume.RadianceCache.NumMipmaps,3,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.NumProbesToTraceBudget,30,Scalability
r.Lumen.TranslucencyVolume.RadianceCache.ProbeAtlasResolutionInProbes,128,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.ProbeResolution,8,Scalability
r.Lumen.TranslucencyVolume.RadianceCache.ReprojectionRadiusScale,10,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.Stats,0,Constructor
r.Lumen.TranslucencyVolume.RadianceCache.Visualize,0,Constructor
r.Lumen.TranslucencyVolume.ShareRadianceCacheWithOpaque,1,Scalability
r.Lumen.TranslucencyVolume.ShareRadianceCacheWithOpaque.ClipmapBias,3,Constructor
r.Lumen.TranslucencyVolume.SpatialFilter,0,Scalability
r.Lumen.TranslucencyVolume.SpatialFilter.SampleCount,3,Constructor
r.Lumen.TranslucencyVolume.SpatialFilter.StandardDeviation,5,Constructor
r.Lumen.TranslucencyVolume.Temporal.HistoryWeight,0.9,Constructor
r.Lumen.TranslucencyVolume.Temporal.Jitter,1,Constructor
r.Lumen.TranslucencyVolume.Temporal.MaxRayDirections,8,Constructor
r.Lumen.TranslucencyVolume.TemporalReprojection,1,Constructor
r.Lumen.TranslucencyVolume.TraceFromVolume,0,Scalability
r.Lumen.TranslucencyVolume.TraceStepFactor,2,Constructor
r.Lumen.TranslucencyVolume.TracingOctahedronResolution,3,Scalability
r.Lumen.TranslucencyVolume.VoxelTraceStartDistanceScale,1,Constructor
r.Lumen.UsesLightFunctionAtlas,1,Constructor
r.Lumen.Visualize,0,Constructor
r.Lumen.Visualize.CardGenerationCluster,0,Constructor
r.Lumen.Visualize.CardGenerationClusterScale,1,Constructor
r.Lumen.Visualize.CardGenerationMaxSurfel,-1,Constructor
r.Lumen.Visualize.CardGenerationSurfels,0,Constructor
r.Lumen.Visualize.CardGenerationSurfelScale,1,Constructor
r.Lumen.Visualize.CardInterpolateInfluenceRadius,10,Constructor
r.Lumen.Visualize.CardPlacement,0,Constructor
r.Lumen.Visualize.CardPlacementDirection,-1,Constructor
r.Lumen.Visualize.CardPlacementDistance,5000,Constructor
r.Lumen.Visualize.CardPlacementIndex,-1,Constructor
r.Lumen.Visualize.CardPlacementLOD,0,Constructor
r.Lumen.Visualize.CardPlacementPrimitives,0,Constructor
r.Lumen.Visualize.ConeAngle,0,Constructor
r.Lumen.Visualize.ConeStepFactor,2,Constructor
r.Lumen.Visualize.CullingMode,0,Constructor
r.Lumen.Visualize.GridPixelSize,32,Constructor
r.Lumen.Visualize.HardwareRayTracing,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.BucketMaterials,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.Compact,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.DeferredMaterial,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.DeferredMaterial.TileDimension,64,Constructor
r.Lumen.Visualize.HardwareRayTracing.FarField,1,Constructor
r.Lumen.Visualize.HardwareRayTracing.HitLighting,0,Constructor
r.Lumen.Visualize.HiResSurface,1,Constructor
r.Lumen.Visualize.IndirectDiffuse,0,Constructor
r.Lumen.Visualize.MaxMeshSDFTraceDistance,-1,Constructor
r.Lumen.Visualize.MaxTraceDistance,100000,Constructor
r.Lumen.Visualize.MinTraceDistance,0,Constructor
r.Lumen.Visualize.RayTracingGroups,0,Constructor
r.Lumen.Visualize.SurfaceCacheFeedback,0,Constructor
r.Lumen.Visualize.ToneMap,true,Constructor
r.Lumen.Visualize.TraceMeshSDFs,1,Constructor
r.Lumen.Visualize.TraceRadianceCache,0,Constructor
r.Lumen.Visualize.UseShaderPrintForTraces,1,Constructor
r.Lumen.Visualize.ViewMode,,Constructor
r.Lumen.WaveOps,1,Constructor
r.LumenScene.DirectLighting,1,Constructor
r.LumenScene.DirectLighting.BatchShadows,2,Constructor
r.LumenScene.DirectLighting.BuildLightTiles.OneGroupPerTile,true,Constructor
r.LumenScene.DirectLighting.CloudTransmittance,1,Constructor
r.LumenScene.DirectLighting.CullToTileDepthRange,1,Constructor
r.LumenScene.DirectLighting.GlobalSDF.ShadowRayBias,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.AdaptiveShadowTracing,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.AsyncCompute,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.EndBias,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.FarField,1,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.ForceTwoSided,0,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.HeightfieldProjectionBias,0,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.HeightfieldProjectionBiasSearchRadius,256,Constructor
r.LumenScene.DirectLighting.HardwareRayTracing.ShadowRayBias,1,Constructor
r.LumenScene.DirectLighting.Heightfield.ShadowRayBias,2,Constructor
r.LumenScene.DirectLighting.MaxLightsPerTile,4,Scalability
r.LumenScene.DirectLighting.MeshSDF.ShadowRayBias,2,Constructor
r.LumenScene.DirectLighting.OffscreenShadowing.TraceMeshSDFs,1,Constructor
r.LumenScene.DirectLighting.OffscreenShadowingTraceStepFactor,5,Constructor
r.LumenScene.DirectLighting.ShowLightDrawEvents,false,Constructor
r.LumenScene.DirectLighting.Stochastic,0,Constructor
r.LumenScene.DirectLighting.Stochastic.Debug,0,Constructor
r.LumenScene.DirectLighting.Stochastic.MinWeight,0.001,Constructor
r.LumenScene.DirectLighting.Stochastic.SamplePerTexel,1,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal,1,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal.MaxFramesAccumulated,12,Constructor
r.LumenScene.DirectLighting.Stochastic.Temporal.NeighborhoodClampScale,2,Constructor
r.LumenScene.DirectLighting.UpdateFactor,64,ProjectSetting
r.LumenScene.DumpStats,0,Constructor
r.LumenScene.FarField,0,Constructor
r.LumenScene.FarField.FarFieldDitherScale,200,Constructor
r.LumenScene.FarField.MaxTraceDistance,1e+06,Constructor
r.LumenScene.FarField.OcclusionOnly,0,Constructor
r.LumenScene.FastCameraMode,0,Constructor
r.LumenScene.GlobalSDF.ClipmapExtent,2500,Constructor
r.LumenScene.GlobalSDF.CoveredExpandSurfaceScale,1,Constructor
r.LumenScene.GlobalSDF.DitheredTransparencyStepThreshold,0.5,Constructor
r.LumenScene.GlobalSDF.DitheredTransparencyTraceThreshold,0.9,Constructor
r.LumenScene.GlobalSDF.NotCoveredExpandSurfaceScale,0.6,Constructor
r.LumenScene.GlobalSDF.NotCoveredMinStepScale,4,Constructor
r.LumenScene.GlobalSDF.Resolution,252,Constructor
r.LumenScene.GlobalSDF.SimpleCoverageBasedExpand,0,Constructor
r.LumenScene.GPUDrivenUpdate,0,Constructor
r.LumenScene.GPUDrivenUpdate.Stats,0,Constructor
r.LumenScene.Heightfield.CullForView,1,Constructor
r.LumenScene.Heightfield.FroxelCulling,1,Constructor
r.LumenScene.Heightfield.MaxTracingSteps,32,Constructor
r.LumenScene.Heightfield.ReceiverBias,0.01,Constructor
r.LumenScene.Heightfield.Tracing,1,Constructor
r.LumenScene.Lighting.AsyncCompute,1,Constructor
r.LumenScene.Lighting.Feedback,1,Constructor
r.LumenScene.Lighting.ForceLightingUpdate,0,Constructor
r.LumenScene.Lighting.MaxDistanceFromFrustumToPrioritize,500,Constructor
r.LumenScene.Lighting.Stats,0,Constructor
r.LumenScene.MeshCardsPerTask,128,Constructor
r.LumenScene.ParallelUpdate,1,Constructor
r.LumenScene.PrimitivesPerTask,128,Constructor
r.LumenScene.PropagateGlobalLightingChange,1,Constructor
r.LumenScene.Radiosity,1,Constructor
r.LumenScene.Radiosity.Debug,false,Constructor
r.LumenScene.Radiosity.DistanceFieldSurfaceBias,10,Constructor
r.LumenScene.Radiosity.DistanceFieldSurfaceSlopeBias,10,Constructor
r.LumenScene.Radiosity.HardwareRayTracing,1,Constructor
r.LumenScene.Radiosity.HardwareRayTracing.Bias,0.1,Constructor
r.LumenScene.Radiosity.HardwareRayTracing.NormalBias,0.1,Constructor
r.LumenScene.Radiosity.HemisphereProbeResolution,3,Scalability
r.LumenScene.Radiosity.MaxRayIntensity,40,Constructor
r.LumenScene.Radiosity.ProbeOcclusion,0,Constructor
r.LumenScene.Radiosity.ProbeOcclusionStrength,0.5,Constructor
r.LumenScene.Radiosity.ProbePlaneWeighting,1,Constructor
r.LumenScene.Radiosity.ProbeSpacing,4,Scalability
r.LumenScene.Radiosity.SpatialFilterProbes,1,Constructor
r.LumenScene.Radiosity.SpatialFilterProbes.KernelSize,1,Constructor
r.LumenScene.Radiosity.SpatialFilterProbes.PlaneWeightingDepthScale,-100,Constructor
r.LumenScene.Radiosity.Temporal,1,Constructor
r.LumenScene.Radiosity.Temporal.FixedJitterIndex,-1,Constructor
r.LumenScene.Radiosity.Temporal.MaxFramesAccumulated,4,Constructor
r.LumenScene.Radiosity.UpdateFactor,96,ProjectSetting
r.LumenScene.Radiosity.VisualizeProbeRadius,10,Constructor
r.LumenScene.Radiosity.VisualizeProbes,0,Constructor
r.LumenScene.Radiosity.VisualizeProbes.ShowInvalid,0,Constructor
r.LumenScene.SurfaceCache.AllowCardDownsampleFromSelf,1,Constructor
r.LumenScene.SurfaceCache.AllowCardSharing,1,Constructor
r.LumenScene.SurfaceCache.AllowPersistOnVisibilityChange,1,Constructor
r.LumenScene.SurfaceCache.AtlasSize,2048,Scalability
r.LumenScene.SurfaceCache.CaptureNaniteLandscapes,0,Constructor
r.LumenScene.SurfaceCache.CardCaptureEnableInvalidation,1,Constructor
r.LumenScene.SurfaceCache.CardCaptureFactor,64,Constructor
r.LumenScene.SurfaceCache.CardCaptureMargin,0,Constructor
r.LumenScene.SurfaceCache.CardCaptureRefreshFraction,0.03,ProjectSetting
r.LumenScene.SurfaceCache.CardCapturesPerFrame,150,ProjectSetting
r.LumenScene.SurfaceCache.CardFixedDebugResolution,-1,Constructor
r.LumenScene.SurfaceCache.CardMaxResolution,256,Scalability
r.LumenScene.SurfaceCache.CardMaxTexelDensity,0.2,Constructor
r.LumenScene.SurfaceCache.CardMinResolution,4,SystemSettingsIni
r.LumenScene.SurfaceCache.CardTexelDensityScale,60,ProjectSetting
r.LumenScene.SurfaceCache.Compress,1,Constructor
r.LumenScene.SurfaceCache.CullUndergroundTexels,0,Constructor
r.LumenScene.SurfaceCache.CullUndergroundTexels.HeightBias,30,Constructor
r.LumenScene.SurfaceCache.DetectCardSharingCompatibility,1,Constructor
r.LumenScene.SurfaceCache.DilationMode,0,Constructor
r.LumenScene.SurfaceCache.FarField.CardDistance,40000,Constructor
r.LumenScene.SurfaceCache.FarField.CardTexelDensity,0.001,Constructor
r.LumenScene.SurfaceCache.Feedback,1,Constructor
r.LumenScene.SurfaceCache.Feedback.MinPageHits,16,Constructor
r.LumenScene.SurfaceCache.Feedback.ResLevelBias,-0.5,Constructor
r.LumenScene.SurfaceCache.Feedback.TileSize,16,Constructor
r.LumenScene.SurfaceCache.Feedback.UniqueElements,1024,Constructor
r.LumenScene.SurfaceCache.ForceEvictHiResPages,0,Constructor
r.LumenScene.SurfaceCache.Freeze,0,Constructor
r.LumenScene.SurfaceCache.FreezeUpdateFrame,0,Constructor
r.LumenScene.SurfaceCache.LogUpdates,0,Constructor
r.LumenScene.SurfaceCache.MeshCardsCullFaces,1,Constructor
r.LumenScene.SurfaceCache.MeshCardsDebugSingleCard,-1,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeComponents,1,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedCardMinSurfaceArea,0.05,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedMaxWorldSize,10000,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergedResolutionScale,0.3,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeInstances,0,Constructor
r.LumenScene.SurfaceCache.MeshCardsMergeInstancesMaxSurfaceAreaRatio,1.7,Constructor
r.LumenScene.SurfaceCache.MeshCardsMinSize,10,Constructor
r.LumenScene.SurfaceCache.MeshTargetScreenSize,0.15,Constructor
r.LumenScene.SurfaceCache.Nanite.AsyncRasterization,0,Constructor
r.LumenScene.SurfaceCache.Nanite.MultiView,1,Constructor
r.LumenScene.SurfaceCache.NaniteLandscapeLODScaleFactor,1,Constructor
r.LumenScene.SurfaceCache.NaniteLODScaleFactor,1,Constructor
r.LumenScene.SurfaceCache.NumFramesToKeepUnusedPages,256,Constructor
r.LumenScene.SurfaceCache.RecaptureEveryFrame,0,Constructor
r.LumenScene.SurfaceCache.RemovesPerFrame,512,Constructor
r.LumenScene.SurfaceCache.ResampleLighting,1,Constructor
r.LumenScene.SurfaceCache.Reset,0,Constructor
